Вектор Мощи|Скорость перехода через портал|Приток Силы Потока|Ритм магического ядра|Поток Энергий|Сила Левого Потока|Сила Правого Потока|Пламя Стихий|Температура вдоха Истока|Температура выдоха Истока|Приток давления Выдоха Истока|Давление вдоха Истока|Давление выдоха Истока|Древний Ветер|Печать Чародея|Эмульсия Истока|Дыхание Истока|Гармония Бессмертия|Тип Вектора Мощи|Номер пометки
2.088|3.08664|5302.58|140.9855676744145|6856.03|22.737|22.737|583.962|736|572.237|1.273|Не определено|6.848|1.019|22.888|0.239|0.95|0.993|Слабый|163
3.144|-|8381.135|145.22200536778033|7158.493|60.377|60.377|591.272|736|-|1.387|Не определено|7.443|-|12.477|0.247|0.95|0.993|Ниже среднего|164
4.161|6.17328|14725.965|162.05141249330575|7829.095|113.81|113.81|645.537|736|-|1.654|Не определено|8.845|-|17.346|0.343|0.95|0.993|Ниже среднего|165
5.14|7.7166|21639.548|201.5169371657417|8511.262|175.328|175.328|713.874|736|-|2.073|Не определено|10.992|-|25.366|0.502|0.95|0.993|Выше среднего|166
6.175|9.25992|29797.93|241.612874763998|8846.989|246.295|246.295|780.513|736|-|2.495|Не определено|13.11|-|34.461|0.682|0.95|0.993|Выше среднего|167
7.148|10.80324|38975.494|280.44735819208285|9141.495|332.06|332.06|836.228|736|-|2.952|Не определено|15.372|-|44.428|0.88|0.95|0.993|Сильный|168
8.206|-|50996.781|323.3342867037883|9325.036|437.981|437.981|933.68|736|-|3.56|1.394603|18.25|-|60.713|1.202|0.95|0.993|Сильный|169
9.3|-|72776.92|372.847986039221|9792.146|644.936|644.936|1099.863|736|-|4.476|1.394603|22.323|-|90.666|1.795|0.95|0.993|Сильный|170
1.138|1.54332|305.706|139.5281828424142|6714.84|6.616|6.616|460.882|736|-|1.094|Не определено|5.85|-|14.834|0.089|0.95|0.994|Слабый|171
2.088|3.08664|5179.159|140.93237003881373|6858.196|22.643|22.643|579.983|736|-|1.269|Не определено|6.824|-|23.23|0.235|0.95|0.994|Слабый|172
3.144|4.6299600000000005|8381.186|145.22211008753547|7161.089|60.378|60.378|590.47|736|-|1.387|Не определено|7.436|-|12.444|0.246|0.95|0.994|Ниже среднего|173
4.161|6.17328|14726.047|162.05141249330575|7831.137|113.812|113.812|644.672|736|-|1.654|Не определено|8.836|-|17.305|0.343|0.95|0.994|Ниже среднего|174
5.14|7.7166|21639.721|201.51714660525192|8512.18|175.31|175.31|712.918|736|-|2.073|Не определено|10.981|-|25.311|0.501|0.95|0.994|Выше среднего|175
6.175|9.25992|29798.176|241.61245588497744|8848.022|246.297|246.297|779.437|736|-|2.495|1.394603|13.096|-|34.391|0.681|0.95|0.994|Выше среднего|176
7.148|10.80324|38975.179|280.44735819208285|9142.0|332.094|332.094|835.219|736|-|2.952|Не определено|15.356|-|44.349|0.878|0.95|0.994|Сильный|177
8.206|12.34656|50996.595|323.33397254452296|9325.39|438.082|438.082|932.683|736|-|3.559|Не определено|18.23|-|60.619|1.2|0.95|0.994|Сильный|178
9.3|13.88988|72777.297|372.8487190775068|9792.862|645.143|645.143|1098.999|736|-|4.474|1.394603|22.297|-|90.563|1.793|0.95|0.994|Сильный|179
1.138|1.54332|314.48|141.31574906230676|6728.353|7.553|7.553|451.45|736|-|1.096|Не определено|5.843|-|4.567|0.071|0.95|0.995|Слабый|180
2.088|3.08664|5228.006|140.94954407865333|6860.889|22.671|22.671|580.5|736|-|1.27|1.394603|6.825|-|23.174|0.236|0.95|0.995|Слабый|181
3.144|4.6299600000000005|8381.319|145.22211008753547|7163.691|60.387|60.387|589.669|736|-|1.387|Не определено|7.429|-|12.41|0.246|0.95|0.995|Ниже среднего|182
4.161|6.17328|14726.15|162.05151721306086|7833.182|113.817|113.817|643.809|736|-|1.653|Не определено|8.827|-|17.263|0.342|0.95|0.995|Ниже среднего|183
5.14|7.7166|21639.876|201.51735604476212|8513.098|175.327|175.327|711.965|736|-|2.073|Не определено|10.97|-|25.256|0.5|0.95|0.995|Выше среднего|184
6.175|9.25992|29798.329|241.6118275664468|8849.051|246.38|246.38|778.365|736|-|2.494|Не определено|13.083|-|34.321|0.68|0.95|0.995|Выше среднего|185
7.148|10.80324|38974.892|280.44735819208285|9142.505|332.105|332.105|834.213|736|-|2.951|Не определено|15.339|-|44.27|0.877|0.95|0.995|Сильный|186
8.206|12.34656|50995.647|323.3317734296654|9325.777|438.073|438.073|931.663|736|-|3.558|1.394603|18.209|-|60.524|1.198|0.95|0.995|Сильный|187
9.3|13.88988|72778.944|372.8501851540785|9793.593|644.866|644.866|1098.146|736|-|4.473|1.394603|22.27|-|90.461|1.791|0.95|0.995|Сильный|188
1.138|1.54332|497.385|142.35205575897095|6737.583|8.111|8.111|454.607|736|548.751|1.104|Не определено|5.882|1.019|0.0|0.072|0.95|0.996|Слабый|189
2.088|3.08664|4826.301|140.82052934034593|6862.678|22.448|22.448|569.036|736|569.889|1.258|Не определено|6.745|1.019|23.176|0.222|0.95|0.996|Слабый|190
3.144|4.6299600000000005|8381.37|145.22221480729058|7166.289|60.382|60.382|588.87|736|-|1.386|1.394603|7.422|-|12.377|0.245|0.95|0.996|Ниже среднего|191
4.161|6.17328|14726.291|162.05151721306086|7835.232|113.821|113.821|642.949|736|-|1.653|Не определено|8.819|-|17.222|0.341|0.95|0.996|Ниже среднего|192
5.14|7.7166|21640.062|201.51746076451727|8514.017|175.312|175.312|711.015|736|-|2.072|Не определено|10.959|-|25.202|0.499|0.95|0.996|Выше среднего|193
6.175|9.25992|29798.462|241.61130396767115|8850.081|246.328|246.328|777.295|736|-|2.494|Не определено|13.069|-|34.251|0.678|0.95|0.996|Выше среднего|194
7.148|10.80324|38974.631|280.44735819208285|9143.01|332.11|332.11|833.209|736|-|2.951|1.394603|15.323|-|44.191|0.875|0.95|0.996|Сильный|195
8.206|-|50995.184|323.3303073530938|9326.171|438.116|438.116|930.649|736|-|3.558|Не определено|18.189|-|60.429|1.196|0.95|0.996|Сильный|196
9.3|13.88988|72779.364|372.8612854481211|9794.325|645.15|645.15|1097.297|736|786.24|4.472|Не определено|22.244|1.049|90.36|1.789|0.95|0.996|Сильный|197
1.138|1.54332|788.275|143.68859399356316|6748.85|8.843|8.843|462.434|736|-|1.117|Не определено|5.946|-|0.0|0.081|0.95|0.997|Слабый|198
2.088|3.08664|4799.006|140.83498066655244|6865.305|22.463|22.463|567.384|736|-|1.257|Не определено|6.739|-|23.074|0.221|0.95|0.997|Слабый|199
3.144|4.6299600000000005|8381.496|145.22221480729058|7168.893|60.375|60.375|588.073|736|-|1.386|Не определено|7.415|-|12.344|0.244|0.95|0.997|Ниже среднего|200
4.161|6.17328|14726.301|162.05162193281598|7837.273|113.807|113.807|642.091|736|-|1.653|Не определено|8.81|-|17.181|0.34|0.95|0.997|Ниже среднего|201
5.14|7.7166|21640.086|201.51777492378267|8514.932|175.334|175.334|710.065|736|641.656|2.072|1.394603|10.948|1.026|25.147|0.498|0.95|0.997|Выше среднего|202
6.175|9.25992|29798.5|241.6106756491405|8851.106|246.339|246.339|776.229|736|-|2.494|Не определено|13.056|-|34.181|0.677|0.95|0.997|Выше среднего|203
7.148|10.80324|38974.378|280.44725347232776|9143.514|332.038|332.038|832.209|736|-|2.95|Не определено|15.306|-|44.112|0.873|0.95|0.997|Сильный|204
8.206|12.34656|50994.939|323.3295743148079|9326.567|438.063|438.063|929.639|736|-|3.557|1.394603|18.168|-|60.335|1.194|0.95|0.997|Сильный|205
9.3|13.88988|72782.59|372.87992556453247|9795.105|645.236|645.236|1096.477|736|786.117|4.471|1.394603|22.218|1.049|90.263|1.787|0.95|0.997|Сильный|206
1.138|1.54332|873.883|144.01511019002626|6753.494|9.022|9.022|464.27|736|550.841|1.121|Не определено|5.962|1.019|0.0|0.083|0.95|0.998|Слабый|207
2.088|3.08664|4768.734|140.82733612442868|6867.851|22.448|22.448|565.916|736|-|1.256|1.394603|6.727|-|23.05|0.219|0.95|0.998|Слабый|208
3.144|4.6299600000000005|8381.606|145.2223195270457|7171.496|60.384|60.384|587.277|736|-|1.386|Не определено|7.407|-|12.311|0.244|0.95|0.998|Ниже среднего|209
4.161|6.17328|14726.397|162.05172665257112|7839.322|113.817|113.817|641.234|736|-|1.653|Не определено|8.801|-|17.139|0.339|0.95|0.998|Ниже среднего|210
5.14|7.7166|21640.308|201.51787964353775|8515.852|175.337|175.337|709.12|736|-|2.072|Не определено|10.937|-|25.093|0.497|0.95|0.998|Выше среднего|211
6.175|9.25992|29798.543|241.61025677012|8852.133|246.397|246.397|775.165|736|-|2.493|Не определено|13.043|-|34.111|0.675|0.95|0.998|Выше среднего|212
7.148|10.80324|38974.113|280.44725347232776|9144.018|331.994|331.994|831.211|736|696.052|2.949|Не определено|15.289|1.035|44.033|0.872|0.95|0.998|Сильный|213
8.206|12.34656|50994.777|323.3289459962772|9326.963|438.052|438.052|928.632|736|-|3.556|Не определено|18.148|-|60.241|1.193|0.95|0.998|Сильный|214
9.3|13.88988|72781.391|372.8777264496749|9795.778|644.884|644.884|1095.609|736|-|4.47|Не определено|22.192|-|90.159|1.785|0.95|0.998|Сильный|215
1.138|1.54332|937.006|144.24392285496273|6757.565|9.148|9.148|465.47|736|-|1.124|Не определено|5.971|-|0.0|0.085|0.95|0.999|Слабый|216
2.088|3.08664|4436.213|140.8151886328348|6870.266|22.42|22.42|556.211|736|-|1.245|Не определено|6.662|-|22.745|0.207|0.95|0.999|Слабый|217
3.144|4.6299600000000005|8381.677|145.2224242468008|7174.097|60.379|60.379|586.483|736|-|1.386|Не определено|7.4|-|12.277|0.243|0.95|0.999|Ниже среднего|218
4.161|-|14726.556|162.05172665257112|7841.379|113.824|113.824|640.381|736|-|1.653|1.394603|8.792|-|17.098|0.338|0.95|0.999|Ниже среднего|219
5.14|7.7166|21640.355|201.51819380280315|8516.768|175.338|175.338|708.176|736|-|2.072|Не определено|10.926|-|25.038|0.496|0.95|0.999|Выше среднего|220
6.175|9.25992|29798.58|241.6099426108546|8853.161|246.394|246.394|774.103|736|-|2.493|Не определено|13.029|-|34.042|0.674|0.95|0.999|Выше среднего|221
7.148|10.80324|38973.845|280.44735819208285|9144.522|332.117|332.117|830.215|736|-|2.949|Не определено|15.273|-|43.955|0.87|0.95|0.999|Сильный|222
8.206|12.34656|50994.64|323.32852711725667|9327.36|438.1|438.1|927.629|736|-|3.555|Не определено|18.128|-|60.147|1.191|0.95|0.999|Сильный|223
9.3|13.88988|72779.536|372.876888691634|9796.44|645.18|645.18|1094.742|736|785.859|4.468|1.394603|22.165|1.049|90.054|1.783|0.95|0.999|Сильный|224
1.138|1.54332|1105.362|144.90878858021745|6764.426|9.515|9.515|469.752|736|551.915|1.131|Не определено|6.004|1.019|0.0|0.09|0.95|1.0|Слабый|225
2.088|3.08664|4178.563|140.84471960377857|6872.994|22.462|22.462|548.093|736|-|1.237|Не определено|6.608|-|22.353|0.197|0.95|1.0|Слабый|226
3.144|-|8381.818|145.2224242468008|7176.703|60.388|60.388|585.691|736|-|1.386|Не определено|7.393|-|12.244|0.242|0.95|1.0|Ниже среднего|227
4.161|6.17328|14726.603|162.05183137232623|7843.427|113.824|113.824|639.528|736|-|1.652|1.394603|8.784|-|17.057|0.338|0.95|1.0|Ниже среднего|228
5.14|7.7166|21640.79|201.51819380280315|8517.695|175.34|175.34|707.237|736|-|2.071|Не определено|10.915|-|24.984|0.495|0.95|1.0|Выше среднего|229
6.175|9.25992|29798.727|241.60983789109952|8854.195|246.336|246.336|773.045|736|-|2.492|Не определено|13.016|-|33.972|0.673|0.95|1.0|Выше среднего|230
7.148|10.80324|38973.613|280.44725347232776|9145.026|332.071|332.071|829.222|736|-|2.948|Не определено|15.257|-|43.877|0.869|0.95|1.0|Сильный|231
8.206|12.34656|50994.522|323.3282129579913|9327.756|437.951|437.951|926.629|736|737.842|3.554|Не определено|18.108|1.041|60.053|1.189|0.95|1.0|Сильный|232
9.3|-|72777.956|372.8759462138379|9797.103|645.03|645.03|1093.878|736|-|4.467|Не определено|22.139|-|89.951|1.781|0.95|1.0|Сильный|233
1.138|1.54332|395.648|139.44095128639952|6663.587|6.59|6.59|477.697|736|-|1.099|Не определено|5.976|-|17.188|0.105|0.951|0.975|Слабый|234
2.088|3.08664|6956.385|143.99280488218577|6825.495|27.996|27.996|635.18|736|581.399|1.331|Не определено|7.281|1.019|11.308|0.287|0.951|0.975|Слабый|235
3.144|4.6299600000000005|8379.108|145.220853450474|7109.493|60.352|60.352|605.531|736|587.363|1.389|Не определено|7.575|1.02|13.069|0.259|0.951|0.975|Ниже среднего|236
4.161|6.17328|14724.427|162.0500511364892|7790.315|113.781|113.781|660.998|736|-|1.658|1.394603|9.008|-|18.09|0.358|0.951|0.975|Ниже среднего|237
5.14|7.7166|21636.234|201.51348141382272|8493.801|175.293|175.293|730.948|736|-|2.079|Не определено|11.198|-|26.349|0.522|0.951|0.975|Выше среднего|238
6.175|9.25992|29792.435|241.63193375942973|8827.26|246.221|246.221|799.895|736|-|2.502|Не определено|13.358|-|35.734|0.707|0.951|0.975|Выше среднего|239
7.148|10.80324|38982.867|280.44851010938913|9131.922|332.176|332.176|854.058|736|-|2.964|1.394603|15.682|-|45.845|0.908|0.951|0.975|Сильный|240
8.206|12.34656|50996.612|323.32800351848107|9317.941|438.131|438.131|951.441|736|-|3.577|Не определено|18.636|-|62.4|1.235|0.951|0.975|Сильный|241
9.3|13.88988|72762.165|372.84442556754686|9777.322|645.048|645.048|1114.609|736|-|4.499|Не определено|22.818|-|92.476|1.831|0.951|0.975|Сильный|242
1.138|1.54332|414.47|142.11434191484932|6682.857|8.013|8.013|464.304|736|-|1.101|Не определено|5.972|-|2.849|0.079|0.951|0.976|Слабый|243
2.088|3.08664|6913.449|143.1770379898036|6823.199|26.553|26.553|635.344|736|-|1.327|Не определено|7.257|-|15.178|0.29|0.951|0.976|Слабый|244
3.144|4.6299600000000005|8379.189|145.220853450474|7112.077|60.352|60.352|604.699|736|-|1.389|Не определено|7.567|-|13.035|0.258|0.951|0.976|Ниже среднего|245
4.161|6.17328|14724.443|162.0501558562443|7792.318|113.786|113.786|660.094|736|-|1.658|1.394603|8.999|-|18.047|0.357|0.951|0.976|Ниже среднего|246
5.14|7.7166|21636.269|201.513690853333|8494.711|175.296|175.296|729.948|736|-|2.078|Не определено|11.187|-|26.292|0.52|0.951|0.976|Выше среднего|247
6.175|9.25992|29792.785|241.6307818421234|8828.299|246.215|246.215|798.759|736|-|2.501|Не определено|13.344|-|35.661|0.706|0.951|0.976|Выше среднего|248
7.148|10.80324|38982.43|280.44840538963405|9132.423|332.208|332.208|853.012|736|699.457|2.963|1.394603|15.665|1.035|45.763|0.906|0.951|0.976|Сильный|249
8.206|12.34656|50997.075|323.3302026333386|9318.315|437.997|437.997|950.392|736|-|3.576|Не определено|18.614|-|62.303|1.233|0.951|0.976|Сильный|250
9.3|13.88988|72763.29|372.844530287302|9778.122|644.723|644.723|1113.705|736|-|4.498|1.394603|22.79|-|92.369|1.828|0.951|0.976|Сильный|251
1.138|1.54332|658.336|143.22971202662882|6692.756|8.615|8.615|470.405|736|-|1.112|1.394603|6.027|-|0.0|0.085|0.951|0.977|Слабый|252
2.088|3.08664|6839.849|142.8354421486033|6823.76|25.963|25.963|633.426|736|-|1.324|Не определено|7.235|-|16.914|0.289|0.951|0.977|Слабый|253
3.144|4.6299600000000005|8379.31|145.22095817022915|7114.664|60.355|60.355|603.868|736|-|1.389|Не определено|7.56|-|13.0|0.257|0.951|0.977|Ниже среднего|254
4.161|6.17328|14724.495|162.0502605759994|7794.325|113.8|113.8|659.192|736|613.3|1.657|Не определено|8.99|1.022|18.004|0.356|0.951|0.977|Ниже среднего|255
5.14|7.7166|21636.533|201.5137955730881|8495.627|175.286|175.286|728.951|736|-|2.078|Не определено|11.175|-|26.235|0.519|0.951|0.977|Выше среднего|256
6.175|-|29793.015|241.62879216677615|8829.331|246.254|246.254|797.627|736|-|2.501|Не определено|13.33|-|35.587|0.705|0.951|0.977|Выше среднего|257
7.148|10.80324|38982.016|280.44851010938913|9132.924|332.139|332.139|851.969|736|-|2.963|Не определено|15.647|-|45.682|0.904|0.951|0.977|Сильный|258
8.206|12.34656|50997.444|323.33208758893085|9318.686|438.082|438.082|949.346|736|-|3.575|Не определено|18.593|-|62.206|1.231|0.951|0.977|Сильный|259
9.3|13.88988|72763.629|372.845368045343|9778.908|644.805|644.805|1112.799|736|788.433|4.496|Не определено|22.763|1.049|92.261|1.826|0.951|0.977|Сильный|260
1.138|1.54332|1364.152|145.79733570240776|6712.343|10.058|10.058|490.886|736|-|1.143|Не определено|6.189|-|0.0|0.108|0.951|0.978|Слабый|261
2.088|-|6812.263|142.79240232924911|6826.029|25.886|25.886|631.86|736|580.176|1.323|1.394603|7.222|1.019|16.83|0.288|0.951|0.978|Слабый|262
3.144|-|8379.408|145.22095817022915|7117.25|60.352|60.352|603.039|736|-|1.389|Не определено|7.552|-|12.966|0.257|0.951|0.978|Ниже среднего|263
4.161|6.17328|14724.507|162.0502605759994|7796.331|113.79|113.79|658.293|736|-|1.657|Не определено|8.981|-|17.961|0.356|0.951|0.978|Ниже среднего|264
5.14|7.7166|21636.731|201.5139002928432|8496.542|175.314|175.314|727.957|736|-|2.078|Не определено|11.164|-|26.179|0.518|0.951|0.978|Выше среднего|265
6.175|9.25992|29793.409|241.62805912849035|8830.372|246.305|246.305|796.499|736|-|2.501|1.394603|13.317|-|35.514|0.703|0.951|0.978|Выше среднего|266
7.148|10.80324|38981.591|280.4487195488994|9133.424|332.071|332.071|850.929|736|-|2.962|1.394603|15.63|-|45.6|0.903|0.951|0.978|Сильный|267
8.206|12.34656|50997.647|323.33386782476776|9319.055|438.036|438.036|948.302|736|-|3.574|Не определено|18.571|-|62.108|1.23|0.951|0.978|Сильный|268
